ORDERNUMBER,QUANTITYORDERED,PRICEEACH,MSRP,SALES,PROFIT_LOSS,ORDERDATE,PRODUCTCODE,STATUS,QTR_ID,MONTH_ID,YEAR_ID
10377,36,100,142,4352.76,-759.24,2/9/2005,S18_1984,Shipped,1,2,2005
10390,34,43.05,142,1463.7,-3364.3,3/4/2005,S18_1984,Shipped,1,3,2005
10406,48,100,142,7169.28,353.28,4/15/2005,S18_1984,Disputed,2,4,2005
10419,34,100,142,4594.76,-233.24,5/17/2005,S18_1984,Shipped,2,5,2005
10104,24,100,163,3457.92,-454.08,1/31/2003,S18_2238,Shipped,1,1,2003
10115,46,100,163,7381.16,-116.84,4/4/2003,S18_2238,Shipped,2,4,2003
10127,45,100,163,7146.9,-188.1,6/3/2003,S18_2238,Shipped,2,6,2003
10141,39,100,163,5938.53,-418.47,8/1/2003,S18_2238,Shipped,3,8,2003
10151,43,100,163,7110.91,101.91,9/21/2003,S18_2238,Shipped,3,9,2003
10165,29,100,163,5032.95,305.95,10/22/2003,S18_2238,Shipped,4,10,2003
10176,20,100,163,3667.6,407.6,11/6/2003,S18_2238,Shipped,4,11,2003
10184,46,100,163,7381.16,-116.84,11/14/2003,S18_2238,Shipped,4,11,2003
10195,27,100,163,5128.11,727.11,11/25/2003,S18_2238,Shipped,4,11,2003
10207,44,100,163,7060.24,-111.76,12/9/2003,S18_2238,Shipped,4,12,2003
10219,43,100,163,8448.64,1439.64,2/10/2004,S18_2238,Shipped,1,2,2004
10230,49,100,163,7300.51,-686.49,3/15/2004,S18_2238,Shipped,1,3,2004
10246,40,100,163,6549.2,29.2,5/5/2004,S18_2238,Shipped,2,5,2004
10259,30,100,163,5697.9,807.9,6/15/2004,S18_2238,Shipped,2,6,2004
10271,50,100,163,9169,1019,7/20/2004,S18_2238,Shipped,3,7,2004
10282,23,100,163,3238.63,-510.37,8/20/2004,S18_2238,Shipped,3,8,2004
10292,26,100,163,4554.94,316.94,9/8/2004,S18_2238,Shipped,3,9,2004
10305,27,100,163,3934.44,-466.56,10/13/2004,S18_2238,Shipped,4,10,2004
10314,42,100,163,5776.26,-1069.74,10/22/2004,S18_2238,Shipped,4,10,2004
10324,47,100,163,7207.45,-453.55,11/5/2004,S18_2238,Shipped,4,11,2004
10336,49,100,163,7460.74,-526.26,11/20/2004,S18_2238,Shipped,4,11,2004
10349,38,100,163,6719.54,525.54,12/1/2004,S18_2238,Shipped,4,12,2004
10358,20,100,163,2428,-832,12/10/2004,S18_2238,Shipped,4,12,2004
10371,25,100,163,2602.25,-1472.75,1/23/2005,S18_2238,Shipped,1,1,2005
10382,25,88,163,2200,-1875,2/17/2005,S18_2238,Shipped,1,2,2005
10412,41,100,163,6712.93,29.93,5/3/2005,S18_2238,Shipped,2,5,2005
10425,28,100,163,5318.04,754.04,5/31/2005,S18_2238,In Process,2,5,2005
10100,50,67.8,60,3390,390,1/6/2003,S18_2248,Shipped,1,1,2003
10110,32,50.25,60,1608,-312,3/18/2003,S18_2248,Shipped,1,3,2003
10124,42,53.88,60,2262.96,-257.04,5/21/2003,S18_2248,Shipped,2,5,2003
10149,24,62.36,60,1496.64,56.64,9/12/2003,S18_2248,Shipped,3,9,2003
10162,27,69.62,60,1879.74,259.74,10/18/2003,S18_2248,Shipped,4,10,2003
10173,26,57.51,60,1495.26,-64.74,11/5/2003,S18_2248,Shipped,4,11,2003
10182,38,61.15,60,2323.7,43.7,11/12/2003,S18_2248,Shipped,4,11,2003
10193,42,59.33,60,2491.86,-28.14,11/21/2003,S18_2248,Shipped,4,11,2003
10204,23,71.44,60,1643.12,263.12,12/2/2003,S18_2248,Shipped,4,12,2003
10214,21,62.96,60,1322.16,62.16,1/26/2004,S18_2248,Shipped,1,1,2004
10227,28,50.85,60,1423.8,-256.2,3/2/2004,S18_2248,Shipped,1,3,2004
10241,33,72.65,60,2397.45,417.45,4/13/2004,S18_2248,Shipped,2,4,2004
10280,25,62.96,60,1574,74,8/17/2004,S18_2248,Shipped,3,8,2004
10288,28,61.75,60,1729,49,9/1/2004,S18_2248,Shipped,3,9,2004
10303,46,49.04,60,2255.84,-504.16,10/6/2004,S18_2248,Shipped,4,10,2004
10312,30,61.15,60,1834.5,34.5,10/21/2004,S18_2248,Shipped,4,10,2004
10332,38,84.25,60,3201.5,921.5,11/17/2004,S18_2248,Shipped,4,11,2004
10344,40,56.91,60,2276.4,-123.6,11/25/2004,S18_2248,Shipped,4,11,2004
10367,45,100,60,8884.8,6184.8,1/12/2005,S18_2248,Resolved,1,1,2005
10379,27,49.3,60,1331.1,-288.9,2/10/2005,S18_2248,Shipped,1,2,2005
10407,42,72.65,60,3051.3,531.3,4/22/2005,S18_2248,On Hold,2,4,2005
10420,36,63.57,60,2288.52,128.52,5/29/2005,S18_2248,In Process,2,5,2005
10104,29,100,122,3772.61,234.61,1/31/2003,S18_2319,Shipped,1,1,2003
10114,39,100,122,4164.42,-593.58,4/1/2003,S18_2319,Shipped,2,4,2003
10127,45,100,122,6295.95,805.95,6/3/2003,S18_2319,Shipped,2,6,2003
10141,47,100,122,6287.66,553.66,8/1/2003,S18_2319,Shipped,3,8,2003
10151,49,100,122,5412.54,-565.46,9/21/2003,S18_2319,Shipped,3,9,2003
10165,46,100,122,5984.14,372.14,10/22/2003,S18_2319,Shipped,4,10,2003
10175,48,100,122,5891.04,35.04,11/6/2003,S18_2319,Shipped,4,11,2003
10184,46,100,122,5984.14,372.14,11/14/2003,S18_2319,Shipped,4,11,2003
10195,35,100,122,3608.15,-661.85,11/25/2003,S18_2319,Shipped,4,11,2003
10207,43,100,122,5752.54,506.54,12/9/2003,S18_2319,Shipped,4,12,2003
10229,26,100,122,3765.32,593.32,3/11/2004,S18_2319,Shipped,1,3,2004
10246,22,98.18,122,2159.96,-524.04,5/5/2004,S18_2319,Shipped,2,5,2004
10259,34,99.41,122,3379.94,-768.06,6/15/2004,S18_2319,Shipped,2,6,2004
10271,50,100,122,5093.5,-1006.5,7/20/2004,S18_2319,Shipped,3,7,2004
10281,48,100,122,5773.44,-82.56,8/19/2004,S18_2319,Shipped,3,8,2004
10292,41,100,122,4528.86,-473.14,9/8/2004,S18_2319,Shipped,3,9,2004
10305,36,100,122,4816.08,424.08,10/13/2004,S18_2319,Shipped,4,10,2004
10313,29,100,122,3416.78,-121.22,10/22/2004,S18_2319,Shipped,4,10,2004
10324,33,37.48,122,1236.84,-2789.16,11/5/2004,S18_2319,Shipped,4,11,2004
10334,46,100,122,5814.86,202.86,11/19/2004,S18_2319,On Hold,4,11,2004
10349,38,100,122,5223.48,587.48,12/1/2004,S18_2319,Shipped,4,12,2004
10358,20,36.42,122,728.4,-1711.6,12/10/2004,S18_2319,Shipped,4,12,2004
10370,22,100,122,3949,1265,1/20/2005,S18_2319,Shipped,1,1,2005
10383,27,100,122,3843.99,549.99,2/22/2005,S18_2319,Shipped,1,2,2005
10412,56,98.18,122,5498.08,-1333.92,5/3/2005,S18_2319,Shipped,2,5,2005
10425,38,99.41,122,3777.58,-858.42,5/31/2005,S18_2319,In Process,2,5,2005
10101,25,100,127,3782,607,1/9/2003,S18_2325,Shipped,1,1,2003
10110,33,100,127,3859.68,-331.32,3/18/2003,S18_2325,Shipped,1,3,2003
10124,42,100,127,4431.84,-902.16,5/21/2003,S18_2325,Shipped,2,5,2003
10149,33,100,127,4950.33,759.33,9/12/2003,S18_2325,Shipped,3,9,2003
10162,38,100,127,4299.7,-526.3,10/18/2003,S18_2325,Shipped,4,10,2003
10173,31,100,127,4492.83,555.83,11/5/2003,S18_2325,Shipped,4,11,2003
10182,20,100,127,2212,-328,11/12/2003,S18_2325,Shipped,4,11,2003
10193,44,100,127,4642.88,-945.12,11/21/2003,S18_2325,Shipped,4,11,2003
10204,26,100,127,3206.32,-95.68,12/2/2003,S18_2325,Shipped,4,12,2003
10214,27,100,127,3604.23,175.23,1/26/2004,S18_2325,Shipped,1,1,2004
10227,46,100,127,7017.76,1175.76,3/2/2004,S18_2325,Shipped,1,3,2004
10243,47,100,127,6154.18,185.18,4/26/2004,S18_2325,Shipped,2,4,2004
10280,37,100,127,4750.8,51.8,8/17/2004,S18_2325,Shipped,3,8,2004
10288,31,100,127,3822.92,-114.08,9/1/2004,S18_2325,Shipped,3,9,2004
10304,24,100,127,2440.8,-607.2,10/11/2004,S18_2325,Shipped,4,10,2004
10312,31,100,127,4729.36,792.36,10/21/2004,S18_2325,Shipped,4,10,2004
10322,50,100,127,12536.5,6186.5,11/4/2004,S18_2325,Shipped,4,11,2004
10332,35,64.69,127,2264.15,-2180.85,11/17/2004,S18_2325,Shipped,4,11,2004
10344,30,100,127,3928.2,118.2,11/25/2004,S18_2325,Shipped,4,11,2004
10356,29,100,127,3630.22,-52.78,12/9/2004,S18_2325,Shipped,4,12,2004
10367,27,100,127,4196.07,767.07,1/12/2005,S18_2325,Resolved,1,1,2005
10380,40,100,127,4931.6,-148.4,2/16/2005,S18_2325,Shipped,1,2,2005
10390,31,98.99,127,3068.69,-868.31,3/4/2005,S18_2325,Shipped,1,3,2005
10409,6,100,127,785.64,23.64,4/23/2005,S18_2325,Shipped,2,4,2005
10420,45,100,127,4977,-738,5/29/2005,S18_2325,In Process,2,5,2005
10103,22,54.09,60,1189.98,-130.02,1/29/2003,S18_2432,Shipped,1,1,2003
10114,45,68.67,60,3090.15,390.15,4/1/2003,S18_2432,Shipped,2,4,2003
10126,43,65.02,60,2795.86,215.86,5/28/2003,S18_2432,Shipped,2,5,2003
10140,46,61.99,60,2851.54,91.54,7/24/2003,S18_2432,Shipped,3,7,2003
10151,39,69.28,60,2701.92,361.92,9/21/2003,S18_2432,Shipped,3,9,2003
10165,31,71.1,60,2204.1,344.1,10/22/2003,S18_2432,Shipped,4,10,2003
10175,41,69.28,60,2840.48,380.48,11/6/2003,S18_2432,Shipped,4,11,2003
10184,44,60.16,60,2647.04,7.04,11/14/2003,S18_2432,Shipped,4,11,2003
10194,45,70.49,60,3172.05,472.05,11/25/2003,S18_2432,Shipped,4,11,2003
10207,37,69.89,60,2585.93,365.93,12/9/2003,S18_2432,Shipped,4,12,2003
10217,35,61.38,60,2148.3,48.3,2/4/2004,S18_2432,Shipped,1,2,2004
10229,28,59.55,60,1667.4,-12.6,3/11/2004,S18_2432,Shipped,1,3,2004
10246,30,61.99,60,1859.7,59.7,5/5/2004,S18_2432,Shipped,2,5,2004
10259,30,49.22,60,1476.6,-323.4,6/15/2004,S18_2432,Shipped,2,6,2004
10271,25,69.28,60,1732,232,7/20/2004,S18_2432,Shipped,3,7,2004
10281,29,57.73,60,1674.17,-65.83,8/19/2004,S18_2432,Shipped,3,8,2004
10291,26,57.73,60,1500.98,-59.02,9/8/2004,S18_2432,Shipped,3,9,2004
10305,41,53.48,60,2192.68,-267.32,10/13/2004,S18_2432,Shipped,4,10,2004
10313,34,52.87,60,1797.58,-242.42,10/22/2004,S18_2432,Shipped,4,10,2004
10322,35,61.21,60,2142.35,42.35,11/4/2004,S18_2432,Shipped,4,11,2004
10334,34,61.38,60,2086.92,46.92,11/19/2004,S18_2432,On Hold,4,11,2004
10347,50,100,60,6834.5,3834.5,11/29/2004,S18_2432,Shipped,4,11,2004
10357,41,61.99,60,2541.59,81.59,12/10/2004,S18_2432,Shipped,4,12,2004
10370,22,96.86,60,2130.92,810.92,1/20/2005,S18_2432,Shipped,1,1,2005
10381,35,48.62,60,1701.7,-398.3,2/17/2005,S18_2432,Shipped,1,2,2005
10391,44,38.5,60,1694,-946,3/9/2005,S18_2432,Shipped,1,3,2005
10412,47,61.99,60,2913.53,93.53,5/3/2005,S18_2432,Shipped,2,5,2005
10425,19,49.22,60,935.18,-204.82,5/31/2005,S18_2432,In Process,2,5,2005
10106,34,90.39,84,3073.26,217.26,2/17/2003,S18_2581,Shipped,1,2,2003
10120,29,71.81,84,2082.49,-353.51,4/29/2003,S18_2581,Shipped,2,4,2003
10133,49,69.27,84,3394.23,-721.77,6/27/2003,S18_2581,Shipped,2,6,2003
10145,30,85.32,84,2559.6,39.6,8/25/2003,S18_2581,Shipped,3,8,2003
10168,21,70.96,84,1490.16,-273.84,10/28/2003,S18_2581,Shipped,4,10,2003
10210,50,76.88,84,3844,-356,1/12/2004,S18_2581,Shipped,1,1,2004
10223,47,100,84,4724.91,776.91,2/20/2004,S18_2581,Shipped,1,2,2004
10235,24,76.03,84,1824.72,-191.28,4/2/2004,S18_2581,Shipped,2,4,2004
10250,27,98.84,84,2668.68,400.68,5/11/2004,S18_2581,Shipped,2,5,2004
10263,33,86.17,84,2843.61,71.61,6/28/2004,S18_2581,Shipped,2,6,2004
10275,35,90.39,84,3163.65,223.65,7/23/2004,S18_2581,Shipped,3,7,2004
10284,31,71.81,84,2226.11,-377.89,8/21/2004,S18_2581,Shipped,3,8,2004
10297,25,82.79,84,2069.75,-30.25,9/16/2004,S18_2581,Shipped,3,9,2004
10308,27,82.79,84,2235.33,-32.67,10/15/2004,S18_2581,Shipped,4,10,2004
10318,31,100,84,3116.43,512.43,11/2/2004,S18_2581,Shipped,4,11,2004
10327,45,100,84,4781.7,1001.7,11/10/2004,S18_2581,Resolved,4,11,2004
10339,27,100,84,2810.7,542.7,11/23/2004,S18_2581,Shipped,4,11,2004
10353,27,100,84,3515.67,1247.67,12/4/2004,S18_2581,Shipped,4,12,2004
10374,42,69.27,84,2909.34,-618.66,2/2/2005,S18_2581,Shipped,1,2,2005
10386,21,74.77,84,1570.17,-193.83,3/1/2005,S18_2581,Resolved,1,3,2005
10398,34,76.88,84,2613.92,-242.08,3/30/2005,S18_2581,Shipped,1,3,2005
10401,42,76.03,84,3193.26,-334.74,4/3/2005,S18_2581,On Hold,2,4,2005
10416,15,98.84,84,1482.6,222.6,5/10/2005,S18_2581,Shipped,2,5,2005
10107,29,70.87,60,2055.23,315.23,2/24/2003,S18_2625,Shipped,1,2,2003
10120,46,58.15,60,2674.9,-85.1,4/29/2003,S18_2625,Shipped,2,4,2003
10134,30,61.78,60,1853.4,53.4,7/1/2003,S18_2625,Shipped,3,7,2003
10145,30,49.67,60,1490.1,-309.9,8/25/2003,S18_2625,Shipped,3,8,2003
10159,42,51.48,60,2162.16,-357.84,10/10/2003,S18_2625,Shipped,4,10,2003
10168,46,61.18,60,2814.28,54.28,10/28/2003,S18_2625,Shipped,4,10,2003
10180,25,64.2,60,1605,105,11/11/2003,S18_2625,Shipped,4,11,2003
10188,32,65.42,60,2093.44,173.44,11/18/2003,S18_2625,Shipped,4,11,2003
10201,30,64.81,60,1944.3,144.3,12/1/2003,S18_2625,Shipped,4,12,2003
10210,40,49.67,60,1986.8,-413.2,1/12/2004,S18_2625,Shipped,1,1,2004
10223,28,60.57,60,1695.96,15.96,2/20/2004,S18_2625,Shipped,1,2,2004
10236,23,55.72,60,1281.56,-98.44,4/3/2004,S18_2625,Shipped,2,4,2004
10251,29,61.18,60,1774.22,34.22,5/18/2004,S18_2625,Shipped,2,5,2004
10263,34,58.75,60,1997.5,-42.5,6/28/2004,S18_2625,Shipped,2,6,2004
10275,37,63.6,60,2353.2,133.2,7/23/2004,S18_2625,Shipped,3,7,2004
10285,20,49.06,60,981.2,-218.8,8/27/2004,S18_2625,Shipped,3,8,2004
10298,32,48.46,60,1550.72,-369.28,9/27/2004,S18_2625,Shipped,3,9,2004
10308,34,52.09,60,1771.06,-268.94,10/15/2004,S18_2625,Shipped,4,10,2004
10318,42,52.7,60,2213.4,-306.6,11/2/2004,S18_2625,Shipped,4,11,2004
10329,38,100,60,5266.04,2986.04,11/15/2004,S18_2625,Shipped,4,11,2004
10339,30,62.16,60,1864.8,64.8,11/23/2004,S18_2625,Shipped,4,11,2004
10362,23,49.67,60,1142.41,-237.59,1/5/2005,S18_2625,Shipped,1,1,2005
10374,22,53.3,60,1172.6,-147.4,2/2/2005,S18_2625,Shipped,1,2,2005
10389,39,100,60,6981,4641,3/3/2005,S18_2625,Shipped,1,3,2005
10402,55,55.72,60,3064.6,-235.4,4/7/2005,S18_2625,Shipped,2,4,2005
10417,36,61.18,60,2202.48,42.48,5/13/2005,S18_2625,Disputed,2,5,2005
10101,26,100,168,3773.38,-594.62,1/9/2003,S18_2795,Shipped,1,1,2003
10110,31,100,168,5074.39,-133.61,3/18/2003,S18_2795,Shipped,1,3,2003
10125,34,100,168,6483.46,771.46,5/21/2003,S18_2795,Shipped,2,5,2003
10139,41,100,168,7956.46,1068.46,7/16/2003,S18_2795,Shipped,3,7,2003
10149,23,100,168,4230.62,366.62,9/12/2003,S18_2795,Shipped,3,9,2003
10162,48,100,168,7209.12,-854.88,10/18/2003,S18_2795,Shipped,4,10,2003
10173,22,100,168,3452.68,-243.32,11/5/2003,S18_2795,Shipped,4,11,2003
10182,21,100,168,3047.73,-480.27,11/12/2003,S18_2795,Shipped,4,11,2003
10193,22,100,168,3675.32,-20.68,11/21/2003,S18_2795,Shipped,4,11,2003
10205,40,100,168,7492.4,772.4,12/3/2003,S18_2795,Shipped,4,12,2003
10214,50,100,168,9534.5,1134.5,1/26/2004,S18_2795,Shipped,1,1,2004
10227,29,100,168,5579.02,707.02,3/2/2004,S18_2795,Shipped,1,3,2004
10244,43,100,168,5950.34,-1273.66,4/29/2004,S18_2795,Shipped,2,4,2004
10255,24,100,168,3726,-306,6/4/2004,S18_2795,Shipped,2,6,2004
10280,22,100,168,4455,759,8/17/2004,S18_2795,Shipped,3,8,2004
10289,43,100,168,8272.34,1048.34,9/3/2004,S18_2795,Shipped,3,9,2004
10304,20,100,168,3577.6,217.6,10/11/2004,S18_2795,Shipped,4,10,2004
10312,25,100,168,3881.25,-318.75,10/21/2004,S18_2795,Shipped,4,10,2004
10322,36,100,168,5797.44,-250.56,11/4/2004,S18_2795,Shipped,4,11,2004
10332,24,52.67,168,1264.08,-2767.92,11/17/2004,S18_2795,Shipped,4,11,2004
10347,21,100,168,4815.3,1287.3,11/29/2004,S18_2795,Shipped,4,11,2004
10356,30,100,168,4462.2,-577.8,12/9/2004,S18_2795,Shipped,4,12,2004
10367,32,94.79,168,3033.28,-2342.72,1/12/2005,S18_2795,Resolved,1,1,2005
10380,21,47.18,168,990.78,-2537.22,2/16/2005,S18_2795,Shipped,1,2,2005
10390,26,78.11,168,2030.86,-2337.14,3/4/2005,S18_2795,Shipped,1,3,2005
10421,35,100,168,5433.75,-446.25,5/29/2005,S18_2795,In Process,2,5,2005
10109,26,100,132,3157.44,-274.56,3/10/2003,S18_2870,Shipped,1,3,2003
10123,46,100,132,5161.2,-910.8,5/20/2003,S18_2870,Shipped,2,5,2003
10137,37,100,132,4346.76,-537.24,7/10/2003,S18_2870,Shipped,3,7,2003
10148,27,100,132,3528.36,-35.64,9/11/2003,S18_2870,Shipped,3,9,2003
10161,23,100,132,3187.8,151.8,10/17/2003,S18_2870,Shipped,4,10,2003
10172,39,100,132,6023.16,875.16,11/5/2003,S18_2870,Shipped,4,11,2003
10181,27,100,132,3884.76,320.76,11/12/2003,S18_2870,Shipped,4,11,2003
10192,38,100,132,4965.84,-50.16,11/20/2003,S18_2870,Shipped,4,11,2003
10204,27,100,132,4169.88,605.88,12/2/2003,S18_2870,Shipped,4,12,2003
10212,40,100,132,4910.4,-369.6,1/16/2004,S18_2870,Shipped,1,1,2004
10226,24,100,132,3231.36,63.36,2/26/2004,S18_2870,Shipped,1,2,2004
10241,44,100,132,6853.44,1045.44,4/13/2004,S18_2870,Shipped,2,4,2004
10253,37,100,132,5177.04,293.04,6/1/2004,S18_2870,Cancelled,2,6,2004
10266,20,100,132,2824.8,184.8,7/6/2004,S18_2870,Shipped,3,7,2004
10278,39,100,132,4324.32,-823.68,8/6/2004,S18_2870,Shipped,3,8,2004
10287,44,100,132,5052.96,-755.04,8/30/2004,S18_2870,Shipped,3,8,2004
10301,22,100,132,3223.44,319.44,10/5/2003,S18_2870,Shipped,4,10,2003
10311,43,100,132,5278.68,-397.32,10/16/2004,S18_2870,Shipped,4,10,2004
10321,27,100,132,2851.2,-712.8,11/4/2004,S18_2870,Shipped,4,11,2004
10331,26,64.9,132,1687.4,-1744.6,11/17/2004,S18_2870,Shipped,4,11,2004
10343,25,52.32,132,1308,-1992,11/24/2004,S18_2870,Shipped,4,11,2004
10366,49,100,132,6144.6,-323.4,1/10/2005,S18_2870,Shipped,1,1,2005
10379,29,100,132,5127.2,1299.2,2/10/2005,S18_2870,Shipped,1,2,2005
10407,41,100,132,6386.16,974.16,4/22/2005,S18_2870,On Hold,2,4,2005
10419,55,100,132,7695.6,435.6,5/17/2005,S18_2870,Shipped,2,5,2005
10103,27,83.07,101,2242.89,-484.11,1/29/2003,S18_2949,Shipped,1,1,2003
10112,23,100,101,2539.89,216.89,3/24/2003,S18_2949,Shipped,1,3,2003
10126,31,90.17,101,2795.27,-335.73,5/28/2003,S18_2949,Shipped,2,5,2003
10139,46,100,101,5545.76,899.76,7/16/2003,S18_2949,Shipped,3,7,2003
10150,47,91.18,101,4285.46,-461.54,9/19/2003,S18_2949,Shipped,3,9,2003
10163,31,100,101,3329.09,198.09,10/20/2003,S18_2949,Shipped,4,10,2003
10174,46,100,101,5592.22,946.22,11/6/2003,S18_2949,Shipped,4,11,2003
10183,37,89.15,101,3298.55,-438.45,11/13/2003,S18_2949,Shipped,4,11,2003
10193,28,93.21,101,2609.88,-218.12,11/21/2003,S18_2949,Shipped,4,11,2003
10206,37,90.17,101,3336.29,-400.71,12/5/2003,S18_2949,Shipped,4,12,2003
10215,49,100,101,5510.05,561.05,1/29/2004,S18_2949,Shipped,1,1,2004
10228,24,100,101,2504.4,80.4,3/10/2004,S18_2949,Shipped,1,3,2004
10244,30,100,101,3525.6,495.6,4/29/2004,S18_2949,Shipped,2,4,2004
10257,50,88.14,101,4407,-643,6/14/2004,S18_2949,Shipped,2,6,2004
10270,31,96.24,101,2983.44,-147.56,7/19/2004,S18_2949,Shipped,3,7,2004
10280,46,100,101,5126.24,480.24,8/17/2004,S18_2949,Shipped,3,8,2004
10291,47,100,101,5713.79,966.79,9/8/2004,S18_2949,Shipped,3,9,2004
10304,46,100,101,4613.8,-32.2,10/11/2004,S18_2949,Shipped,4,10,2004
10312,37,100,101,3711.1,-25.9,10/21/2004,S18_2949,Shipped,4,10,2004
10322,33,100,101,3524.73,191.73,11/4/2004,S18_2949,Shipped,4,11,2004
10333,31,90.17,101,2795.27,-335.73,11/18/2004,S18_2949,Shipped,4,11,2004
10347,48,100,101,4814.4,-33.6,11/29/2004,S18_2949,Shipped,4,11,2004
10357,41,87.13,101,3572.33,-568.67,12/10/2004,S18_2949,Shipped,4,12,2004
10369,42,100,101,4581.36,339.36,1/20/2005,S18_2949,Shipped,1,1,2005
10381,41,100,101,4319.76,178.76,2/17/2005,S18_2949,Shipped,1,2,2005
10391,32,45.25,101,1448,-1784,3/9/2005,S18_2949,Shipped,1,3,2005
10423,10,88.14,101,881.4,-128.6,5/30/2005,S18_2949,In Process,2,5,2005
10103,35,57.46,62,2011.1,-158.9,1/29/2003,S18_2957,Shipped,1,1,2003
10111,28,64.33,62,1801.24,65.24,3/25/2003,S18_2957,Shipped,1,3,2003
10126,46,73.7,62,3390.2,538.2,5/28/2003,S18_2957,Shipped,2,5,2003
10139,20,71.2,62,1424,184,7/16/2003,S18_2957,Shipped,3,7,2003
10150,30,49.97,62,1499.1,-360.9,9/19/2003,S18_2957,Shipped,3,9,2003
10163,48,69.96,62,3358.08,382.08,10/20/2003,S18_2957,Shipped,4,10,2003
10173,28,53.72,62,1504.16,-231.84,11/5/2003,S18_2957,Shipped,4,11,2003
10183,39,68.08,62,2655.12,237.12,11/13/2003,S18_2957,Shipped,4,11,2003
10193,24,51.84,62,1244.16,-243.84,11/21/2003,S18_2957,Shipped,4,11,2003
10206,28,67.46,62,1888.88,152.88,12/5/2003,S18_2957,Shipped,4,12,2003
10215,31,58.71,62,1820.01,-101.99,1/29/2004,S18_2957,Shipped,1,1,2004
10228,45,63.71,62,2866.95,76.95,3/10/2004,S18_2957,Shipped,1,3,2004
10244,24,58.09,62,1394.16,-93.84,4/29/2004,S18_2957,Shipped,2,4,2004
10257,49,53.72,62,2632.28,-405.72,6/14/2004,S18_2957,Shipped,2,6,2004
10269,32,63.08,62,2018.56,34.56,7/16/2004,S18_2957,Shipped,3,7,2004
10280,43,68.71,62,2954.53,288.53,8/17/2004,S18_2957,Shipped,3,8,2004
10291,37,50.59,62,1871.83,-422.17,9/8/2004,S18_2957,Shipped,3,9,2004
10304,24,64.96,62,1559.04,71.04,10/11/2004,S18_2957,Shipped,4,10,2004
10312,35,53.72,62,1880.2,-289.8,10/21/2004,S18_2957,Shipped,4,10,2004
10322,41,29.87,62,1224.67,-1317.33,11/4/2004,S18_2957,Shipped,4,11,2004
10332,26,100,62,2979.08,1367.08,11/17/2004,S18_2957,Shipped,4,11,2004
10347,34,64.96,62,2208.64,100.64,11/29/2004,S18_2957,Shipped,4,11,2004
10357,49,70.58,62,3458.42,420.42,12/10/2004,S18_2957,Shipped,4,12,2004
10369,28,44.21,62,1237.88,-498.12,1/20/2005,S18_2957,Shipped,1,1,2005
10381,40,68.08,62,2723.2,243.2,2/17/2005,S18_2957,Shipped,1,2,2005
10392,37,59.96,62,2218.52,-75.48,3/10/2005,S18_2957,Shipped,1,3,2005
10423,31,53.72,62,1665.32,-256.68,5/30/2005,S18_2957,In Process,2,5,2005
10106,41,83.44,86,3421.04,-104.96,2/17/2003,S18_3029,Shipped,1,2,2003
10119,21,89.46,86,1878.66,72.66,4/28/2003,S18_3029,Shipped,2,4,2003
10130,40,96.34,86,3853.6,413.6,6/16/2003,S18_3029,Shipped,2,6,2003
10143,46,74.84,86,3442.64,-513.36,8/10/2003,S18_3029,Shipped,3,8,2003
10155,44,79.14,86,3482.16,-301.84,10/6/2003,S18_3029,Shipped,4,10,2003
10167,46,73.12,86,3363.52,-592.48,10/23/2003,S18_3029,Cancelled,4,10,2003
10178,41,81.72,86,3350.52,-175.48,11/8/2003,S18_3029,Shipped,4,11,2003
10186,32,89.46,86,2862.72,110.72,11/14/2003,S18_3029,Shipped,4,11,2003
10197,46,87.74,86,4036.04,80.04,11/26/2003,S18_3029,Shipped,4,11,2003
10209,28,100,86,2817.92,409.92,1/9/2004,S18_3029,Shipped,1,1,2004
10222,49,94.62,86,4636.38,422.38,2/19/2004,S18_3029,Shipped,1,2,2004
10248,21,73.98,86,1553.58,-252.42,5/7/2004,S18_3029,Cancelled,2,5,2004
10262,32,84.3,86,2697.6,-54.4,6/24/2004,S18_3029,Cancelled,2,6,2004
10273,34,98.06,86,3334.04,410.04,7/21/2004,S18_3029,Shipped,3,7,2004
10283,21,98.06,86,2059.26,253.26,8/20/2004,S18_3029,Shipped,3,8,2004
10296,21,96.34,86,2023.14,217.14,9/15/2004,S18_3029,Shipped,3,9,2004
10307,31,83.44,86,2586.64,-79.36,10/14/2004,S18_3029,Shipped,4,10,2004
10316,21,94.62,86,1987.02,181.02,11/1/2004,S18_3029,Shipped,4,11,2004
10327,25,45.86,86,1146.5,-1003.5,11/10/2004,S18_3029,Resolved,4,11,2004
10338,28,82.58,86,2312.24,-95.76,11/22/2004,S18_3029,Shipped,4,11,2004
10350,43,64.97,86,2793.71,-904.29,12/2/2004,S18_3029,Shipped,4,12,2004
10373,22,86.74,86,1908.28,16.28,1/31/2005,S18_3029,Shipped,1,1,2005
10386,37,93.01,86,3441.37,259.37,3/1/2005,S18_3029,Resolved,1,3,2005
10398,28,72.26,86,2023.28,-384.72,3/30/2005,S18_3029,Shipped,1,3,2005
10400,30,74.84,86,2245.2,-334.8,4/1/2005,S18_3029,Shipped,2,4,2005
10414,44,73.98,86,3255.12,-528.88,5/6/2005,S18_3029,On Hold,2,5,2005
10103,25,100,104,2539.5,-60.5,1/29/2003,S18_3136,Shipped,1,1,2003
